comment,label
assalamualaikum haaan g bhi agyee hoooo dekhne ab kyaa kruu daily mujhse khete mere students dekhiye maam boht acha drama h,A
reels me kon aya h,NA
january tarikh exam shuru hoga aj iye dekh raha hu,NA
porque suben series nuevas si no tienen sub multisusub as no podemos entenderlas si solo esta en hindi muy mal,NA
maqbooza waadi mein shadiyan bhi khatai mein per gayen,A
independent akhbar ne maqbooza waadi ko sab se bara millitary zone qarar diya hai,A
maine bola yah record tod dega nahin tod paya sawal yaar piya blockbuster yaar meri jindagi tu hit ho sakta blockbuster nahin ho sakta sawal yaar piya blockbuster blockbuster,NA
thats why i like pak drama over indian serial,NA
musalman paida hona hi sharap hai,A
omg what helllllll ye sab kya dikhaaaa rahe ye sharabbbb ye sab kachraa realize karwa rahe humare muashry me humari youth kharab karne liye to pakistani dramas dekhne lage yaha behayai galt chezyy show nhi karte lekinnn,NA
no no sorry,NA
is kameeni ko iski zuban mein samjhao ke iska qasoor hai mera nahi,A
actually aisa hora haibht hi zada ameer rich walay jo girls and boys yehi krhaymere bhai aik job mili usne chordi heran k pakistan mai aisa horaaisy hi clubs shrab nothing hori,NA
hakumat barey saneati groupon ke haathon yarghemaal bani hui hai,A
waiting for subtitles,NA
pakistani larkiyon ki feminism ki bhen ko chod dia bc,A
teri itni auqat nai k tu us ko roast kare,A
angrez tameezdar kabi nai ho skta,A
wese kitni ajeeb baat ha na ye jo ganja sahab ha esna kabhi apni saghi beti to gala lagyaa naii hoga aj ek gair larki hug karka kiss kar raha ha apni beti to yad aiii hogi,NA
thank you who liked me,NA
wow nice drama,NA
mujhe fazul mein baten na sunao main ne koi ghalt kam nahi kiya,A
ye gashta ali gutterabadi ki olaad hai,A
ye billal magror banda he real me,NA
show khatam hone bad dakhna shuru kia kiuki mujse sabar nahi hota,A
modi chutiyon ka PM hai,A
i cracked out laughing reading only fans,NA
Sadiq Sanjrani ko maara gaya teer nishany per nahi laga,A
dont understand eysi parties sy logo milta kia hy noise pollution and bad health,NA
thanks best couple i think,NA
please add english subtitles,NA
i smell enemies to lovers,NA
best line kitni bar kaha marke aya karo but mar kha agaye,NA
us nasal parast harami ko kuch nahi milna chahiye,A
dunya modi ko gujrat ke qatil ke naam se janti hai,A
50 lakh sastey ghar paney waley intezar mein hein ghar to nahi baney lekin iftetah bar bar ho raha hai,A
vladimir putin bohut shatir seyasatdaan hai,A
me in sa,NA
it will be must blockbuster from,NA
i came to see from instagram reels after two months,NA
so dazzling handsome boy,NA
yaar tumhari language kamal and i agree with you i mean saray mard bhi aik jasay ni hoty btw khud bhi aik larki hun larka ni jo mardon k bare baat na sun skun,NA
way she say ketne ugly ha ya cyber trunk,NA
is fasadi ko kuchal dena chahiye,A
ary bhai iske to loray lg gaye hein,A
hukmaranon ko chahiye ke awam ke platelets per bhi reham karen,A
aby chal jahil hijra kahi ka,A
how you khow,NA
to agr koi negative aspects dikhanay hon society k to wo kaise dikhain gy dramas me,NA
watching from bangladesh,NA
tf itna alcohol glorify,NA
taliban ne amreeki kutto ki maa chod k rakhi hui hai 20 saalon se,A
nepali people like,NA
jab main is masley ko dekh raha hun to tu ne beech mein behen ka rishta zarur pesh kerna hai,A
anyone notice taj bibi,NA
english subtitles please,NA
tu mery dil mein nahi lun mein basti hai,A
sindoor tandoor ban gya us m sog mai padosii sary,NA
tujhy kia takleef hai uski marzi wo jo marzi pehney,A
ye kia h bhaaaiiiiii,NA
punjabyo ki aqal khotay khaa k khatam ho chuki hai,A
kon kon kaha sa dakh raha hy,NA
tu ne meri madad na ki to main ne teri bund maar deni hai,A
ghafoor sahab aisy gandey ilzaam nahi lagatey,A
bhai sahab aapke chakkar mare ghrwalo ne naam mustafa rakh dia bolte tu us bhi bda nakara,A
Tumhary is attitude ki wajah se tumhen sab chorh detey hein aur tum akeli reh jaogi,A
opposition parties ke leaders ko giraftaar kernay wala pagalpan kab khatam hoga?,A
season ayega kia,NA
me kasam sy fatima faisal k vlog k baad aaya hn,A
naakey pe kharey police waley awam se paisey hathya rahey hein,A
johny sin come pakistani drama,NA
eik to tu parhney mein zero hai ooper se tu baqi bachon ko bhi parhney nahi deta,A
main heraan hun teri soch pe sasty nashai,A
pakistan ke jhandey mein safed rung aqleyaton ke liye hai aur danda bhi wahin diya hua hai,A
qabar me bichu apki gaand mary ga,A
what a childish reply you have literally closed your ears not willing to listen to right thing childish behavior have ability to listen to someones opinion rather then replying like a idiot to it,A
madad choro us jesay lanti aur matlabi shakhs ko wesy hi bhaga dena chahiye,A
bakwas,A
ye pakistani drama,NA
already i have seen episode,NA
randi ki olado tumne kab kab talvar chalai hai madorchodo,A
in 2 haramzadon ki wajah se pakistan 3 decades peechy reh gaya hai,A
tabdeeli ki sonami pehlay sharm o haya ko baha ker le gai aur ab lagta hai insaniyat bhi uske nishaney per hai,A
qyzs bilkul allah kii zaat bohat lhoof dar ha hamesha yahii dua kii ha allah har batii behan kio izzat hifazat kra ameeeeeeeeen dosrii bat shame om you bat kis taraf dakaal raha hoo matlab yahii asa drama hmarii society kharab kra ga agr dimag ha to socha har ghar ma behan ya batii dramas dakhtii ha itnii valgur dressing bold scenes effect krta ha mohammad ali dimag na hoto bahas nahoi krta beta,NA
it let go so soon i thought it would be uploaded in anyway im glad its here,NA
shia logon ki maa chudi pari hai aaj kal,A
mujhey tamam hindoun se nafrat hai ,A
sikh bharat se nikal jayen aur canada dafa ho jayen,A
police ko awam ka muhafiz hona chahiye lekin wo ulta jallad baney huwey hein,A
watching form today,NA
wow ab pakistan me bhi cyber truck,NA
tesar tekne bat wait karrahaho episode dekne k liye,NA
aap ki hakumat ki karkardagi ki qeemat sindh ke masoom bachey apni janen de ker adaa ker rahey hein,A
ikhteyaraat ke ghalat istemaal per hazir service major ko umer qaid suna di gai,A
tumharey jesay kalay habshi ko koi apni beti ka rishtah nahi de ga,A
tiktok bhi kisi tatti se kam nahi hai,A
imran khan ko pakistan ka hitler nahi ban'ney dein gey,A
internet ne gaand mar di lekin mera pyaar sacha hai,A
hindutava ki aqleyatoun ke khilaf nafrat intehai khatarnak rujhan hai,A
bharat ne 5 august se maqbooza kashmir mein zolm o barbariyat ka bazar garam ker rakha hai,A
wazeer e azam apney wafaaqi wazeer ko lagaam daalen wo eik unguided missile hein unke sath chalna mushkil hai,A
bakwas drama h pata nai kase hit ho gay,A
70% karachi waley nashai hotey hein wahan paan aur gutkey se le ker chars tak ka nasha aam hai,A
oye motay gaindey aur kitna khaye ga?,A
Ahmedabad mein corona virus ke musalman mareezon ke ward hindoun se alag ker diye gaye hein,A
oye kamini apna fasad kahin aur ja ke daal,A
any bangladeshi here,NA
rajkumari maryam aankhen kholen ye naya pakistan hai,A
finally a good one in place of mai manto nhi hun,NA
come on thats introduction of episodes and characters kahani to ab shuru hogi scenes to banenge,NA
bilkul deekh rhy hy hamari sunay ga kon kaisey ruksakty hy ye sub,NA
beadbi nhi hoti bulky hmy sach samna krna chahia hm islam s bht dor ja rhy hn,NA
january tak kathputli na nikaley to jiyalon ko nahi rokein gey wo pindi pohunch ker tumhen rukhsat ker dein gey,A
ager bharat apney hathyar pehly istemaal ker bhi le to pakistan ke paas itney hathyaar bach jayen gey ke woh bharat ko eik nahi balkeh kai bar neest o nabood ker dey,A
now a days pakistani dramas must show drinking,NA
u said something very good,NA
main ne trump ko vote diya tha lekin mera faisla ghalt tha,A
amreeki kutton ko is hamley ka moun tor jawab diya jaye ga,A
me tw fatima faisal vlog dekh k ai hu k last episode agaya jbhi,A
pakistan ladkiya bina burkhe k aise kapde bhi pehanti waha club bhi hote,NA
love from sri lanka,NA
congratulations for millions,NA
how shamoon and his ex wife worked in same drama,NA
kutti ke bachey ne aaj mujhey bohut intezar kerwaya,A
ager agley mahiney tak meray paisey wapis nah kiye to apney nuqsan ka tu khud zimmeydaar hoga,A
itna zaleel india nay hamein kabhi cricket mein nahi kiya jitna fawad chaudhry ke chutiyapey ne karwa diya hai,A
watching today who,NA
anyone watching from bangladesh,NA
niklo tumhari bhains aankh cricketer advisor bhi acting me,A
sorry mujh ye drama nahi pasand aya,NA
ducky k kutty ho tum sab,A
any one bangladesh,NA
promote bhi kar rahe ho director sab haram halal baat bhi kar rahe ho nice discourse but kuch nhi chuptua,A
kon kon complete hona wait kar raha ha,NA
great watch them,NA
could you please add persian subtitles too,NA
musalmaan larki ko scarf pehen ker class mein janey ki ijazat nahi di gai,A
kamyir salar sikander wali vibes a rahii,NA
zardari aur nawaz sharif jail mein hein ab corruption kon ker raha hai? ab paisa kahan ja raha hai?,A
i love muhammad saw,NA
Homosexuals fahashi phela rhy hn,A
drame k story kuch khass nh bhtt h unrealistic drama lga rha hy m sy log h relate kregy i think,NA
hi dear friends,NA
Jamaican qaatil ko jala watan bhi nahi ker saktey kyun ke woh hum jins parast hai,A
neepali kanjarian aaj kal berozgar hain,A
add english subtitles please,NA
iski jagah tou hummer ev hi acha,NA
kaaley qanoon ke supporters ko bhi qatal ker dena chahiye,A
india waly chup k dekhen gen,A
not sub inggris,NA
maqbooza kashmir mein bharti fouj ki shelling se 2 bachon ki maa shaheed ho gayi,A
pata nahi meri kab jaan chootey gi teri nahoosat se,A
m b hu,NA
rat ko milo mc,A
Islami dehshat gardon ko giraftaar kro aur jail mein daal do,A
archer aur smith ne eik dusrey per lafzi bouncers ki bochaar ker di,A
what wow sher drama million views in just hours,NA
if you like your mom please like,NA
yes true i agree with you,NA
Police ka department hi khatam kr dena chahiye kia faida aisi police ka jo awam ka jeena hi haraam kr dy,A
who who watching from islamabad,NA
kum kum itna lehaz karen sharaab kie mu bottle pe my laga rahe,NA
ary waly b itna cheap dress wear krway gy socha ni,NA
who come here from tiktok instagram rell,NA
please please please release ost yr,NA
im loving it,NA
ye qeyamat ki nashani hai ke veena malik logon ko ikhlaqiyat sikha rahi hai,A
bharti wazeer e azam narendra modi ne pakistan ka pani rokney ki dhamki di hai,A
yar white nazar aya,NA
ye mohra copy lag rha,NA
masjidein band kernay waley dekhen pakistan mein mandir azad hein,A
yahan sab ke sab tharki hein saley,A
khud larkion izzat nhi karna jante daro us waqt jab tumhare ghar aurton koi izzat nhi karega asrar jutt,NA
in shaitan bachon ne mera jeena muhaal ker diya hai,A
me hu bangladesh,NA
Usne juwey mein lag ke baap ka sara paisa barbaad kerdiya hai,A
faria looks like kashmeera krishnas wife,NA
yei bhi ab manto jesa drama naaa ho,NA
mark my words its gonna be blockbuster drama,NA
mujhay ghum sirf is baat ka hai k jis ne mujhe dhoka dia usay main apna bhai samajhta tha mc,A
imran khan ne jo naara lagaya woh jhoot nikla hai,A
meray lund ki topi jesa tera mou hai,A
sirf cyber truck wajah dekha,NA
y kmal siriyal h mary tu mustufa bhut pasand aaya,A
qs why r pak elite class always projected as bad alcoholic brats arent there any decent sensible religious elite pak families,NA
sare aam phansi de ker ibrat ka nishan bana dena chahiye aisey kutton ko,A
why no english subtitles,NA
waise is wajah se aap lanat k haqdar bante hain,A
no way its ishq murshid,NA
love from india use vpn,NA
Allah bas pakistani shehri per meherbaan hotay hein,A
islam aurton ko zabardasti pardah karwaney ka hukam deta hai,A
yahi asal chera h burger family,NA
kon vpn use karke dekh raha,NA
muslim legue noon ki hakumat ne kaam kam aur tasheer zeyadah ki,A
jb tambakoo noshi sharab haram h to dikhana need kia h,NA
na ehli ki wajah se shehar ki galiyon mein sewarage ka ubalta pani sarken aur galliyan johar bani hui hein,A
nikal tu munafiq insan fajar namaz me uthnay hota nhi likes lye bakwas kr rahe ho,A
haniya ho hit na ho,NA
number nai deya cha hi ha,NA
Yeh kutta hindustan mein reh ke aisa kiya sharam aa rahi hai,A
veena malik gashti hai,A
english subtitles we need english subtitles please,NA
im watching fr bill abas,NA
hakumat ne jin tax choron ke 300 arab maaf kiye hein unki fehrist jaari karey aur chori chupaney ke liye jhoot na boley,A
nalaiqon ko bilawal ka beyaniyah samajhney ka shaoor nahi,A
today i m watching st episod,NA
aby tu to sasti randi wali harkatain bhi krna shuru ho gya,A
boring mean kya larky sath kuch kya,NA
ye pakistan hey ye sab ho raha hey hmare mulk,NA
yar ma to bas chak karna ayi darma kaisa ma to song sun kar darma dakhna ayi ho,NA
g iam agree,NA
eng sub please,NA
finally a new house and a new location,NA
omg pakistani production kya he knowledge dha rhi ha new genration bold dressingclub what a fackfull culture,NA
iam watching facebook reel come youtub,NA
these kind of drama makes real life characters of noor muqaddam and his boyfriend who brutally klled her,NA
woh larki kitni buri lag rahi thi na red dress mein,A
drama name cyber truck hona chahye,NA
any one watching in,NA
lets hit serial,NA
wo raat suhag raat hogi jis me neend nahi aige,A
idaary badnaam krny ki sazishen ki gayen,A
best drama of,NA
us kutti ki bachi bukhari ko aisy hi benaqaab karo,A
wo hai hi jahannumi kyun ke wo koi acha kam nahi kerta,A
nepal seh kon kon,NA
tum jesy log hoty hein jin ki wajah se society mein beheyai phelti hai,A
india kon kon aya ha hazri lagwau,NA
bharti media ki apni koi raye nahi hai wo sirf modi sarkar ke zalimaanah biyaaniye ko dohra raha aur propaganda ker raha hai,A
peak ending of episode,NA
tum ne mujhe dhoka diya hai main tumhen nahi chorun ga,A
me right now,NA
bharat ki pakistan aur cheen ko dhamki,A
cyber truck but his moye moye,NA
love from bangladesh,NA
operation islamabad hoga imran ke qilley per charhai hogi aur selected wazeer e azam ko gaddi se hata diya jaye ga,A
ye aamir logo ghar itni boring kiyn hoti,NA
Beta tum se na ho payega ek hi content ki maa chod rhe ho,A
bilawal bhutto zardari chaabi wala khilona hai,A
i agreee its so wannabe westernised culture whereas we used to watch pak drama from being so unique and for modesty,NA
rouhi long time no see but still i will give you best wishes,NA
whos watching meri zindagi tu,NA
wo kutta meray sath sirf time paas kerti thi,A
O jaa tere mun ch lun apna munh dekha tune bsdk dosron ko roast karta hai,A
kamyaar name pehli dafa suna hey,NA
punjab ki ansari baradri kammi kameen hai,A
bharat inteha pasandon k control mein musalmaanon ke baad eisai nishanah baney ab sikhon ki baari hai,A
who s watching january,NA
ye jo director of photography he na vo mere mamu haan,NA
bharti sarkar ne khud siyasi mout ko dawat di hai,A
days ago jalebi banai na o vlog me,A
mulk ko qarzon ki daldal mein dhakeilney waley kis moun se qarzon mein izafey ki bat kartey hein?,A
kis kis ne aj shoro kiya feb,NA
kon kon tiktok sa dekh aya ha,NA
thats why i came first to comment section to know about drama thanks for telling,NA
teri baap foj main hota hai to peechay se teri maa to moj mai hoti hogi,A
pakistani bakri chod hoty hn,A
kon wait kr rha like kro,NA
ye sali anil ki rakhail hai randi hai sali,A
hazrat muhammad s a w w,NA
mera team lead mujhe har waqt kutton ki tarah kam deta rehta hai,A
did they take cybertruck on rent they bought itthe authorities,NA
molana fazal ur rehman ne islam ke naam per seyasat ker ke hamesha islamabad per nazar rakhi,A
others watching drama me thank god koii different ghr dekkhny milaa,NA
pehle larki saath itni bakwas krni aik chand bhi nhi seh saka foran hospital pakistani dramas need to improve ye hr drama kahani ho chuki hero akar hota heroin bhai maarta phir baad uske saath patch up krne koshish krta try to make something better achi lead dalne drama nhi chalta,A
st episode m views what start,NA
eng sub title fast upload,NA
nawaz sharif ki sehat ko khatraat per matlooba ambulance denay se inkaar ki khabar imran hakumat ke inteqaam aur choteypan ka wazeah saboot hai,A
tu ne to kabi zindagi mai such nai bola bhrwe ki nasal,A
aisa lag raha hai mujrim jinhon ne is mulk ko loota hai jin ko adaalat ne saza di hai wo is mulk ke shehri hein baqi aam jitney bhi shehri hein wo wajibul qatal hein,A
ameen sume ameen,NA
baqi sb tou thk ha ye pakistani drama kon sy zehreely ny kat lia ha k ye party drinking dikhana ab zrori ho gya shame on you,NA
